product_id,product_name,category,subcategory,price,return_window_days,weight_lbs,fragile,restockable
PROD00105,Pro Tablet,Electronics,Tablets,1501.34,14,14.57,False,False
PROD00106,Modern Team Sport,Sports,Team Sports,240.4,90,13.47,False,True
PROD00107,Essential Furnitur,Home & Garden,Furniture,93.84,90,6.42,False,True
PROD00108,Ultra Inspiron Air,Electronics,Laptops,1363.03,30,9.46,False,False
PROD00109,Ultra Educationa,Books,Educational,27.87,14,19.02,False,True
PROD00110,Essential Mens Shirt,Clothing,Mens Shirts,38.83,90,12.26,False,True
PROD00111,Modern Headphone,Electronics,Headphones,1246.09,14,12.79,False,False
PROD00112,Modern Kitche,Home & Garden,Kitchen,539.36,60,15.96,False,False
PROD00113,Advanced Team Sport,Sports,Team Sports,165.32,30,2.34,False,False
PROD00114,Deluxe Childre,Books,Children,32.27,60,2.4,False,True
PROD00115,Pro Educationa,Books,Educational,41.28,60,14.13,False,True
PROD00116,Essential Childre,Books,Children,71.85,14,5.89,False,True
PROD00117,Essential Outdoo,Sports,Outdoor,53.88,45,5.31,False,False
PROD00118,Advanced Childre,Books,Children,48.27,45,18.26,False,True
PROD00119,Classic Deco,Home & Garden,Decor,281.78,14,6.24,False,False
PROD00120,Ultra Accessorie,Clothing,Accessories,170.08,14,18.96,False,False
PROD00121,Premium Accessorie,Clothing,Accessories,286.08,14,16.07,False,True
PROD00122,Pro Beddin,Home & Garden,Bedding,529.12,90,4.29,False,True
PROD00123,Essential Accessorie,Clothing,Accessories,260.72,30,5.87,False,True
PROD00124,Essential Beddin,Home & Garden,Bedding,184.26,30,18.81,False,True
PROD00125,Pro Camera,Electronics,Cameras,1027.92,30,0.94,False,True
PROD00126,Classic Activewea,Clothing,Activewear,29.46,14,16.28,False,False
PROD00127,Modern Non-fictio,Books,Non-fiction,87.58,14,1.57,False,True
PROD00128,Premium Fictio,Books,Fiction,76.84,90,12.14,False,True
PROD00129,Essential Mens Shirt,Clothing,Mens Shirts,74.4,90,17.2,False,False
PROD00130,Premium Comic,Books,Comics,37.19,60,4.13,False,True
PROD00131,Advanced Garde,Home & Garden,Garden,310.62,60,1.95,False,False
PROD00132,Advanced Team Sport,Sports,Team Sports,160.1,90,10.18,False,False
PROD00133,Essential Headphone,Electronics,Headphones,1905.34,14,9.1,True,True
PROD00134,Advanced Educationa,Books,Educational,60.68,45,6.72,False,True
PROD00135,Ultra iPhone ,Electronics,Smartphones,1207.15,14,2.91,False,False
PROD00136,Modern Headphone,Electronics,Headphones,853.12,30,16.7,True,False
PROD00137,Classic Tablet,Electronics,Tablets,1522.32,30,10.96,False,False
PROD00138,Advanced Deco,Home & Garden,Decor,418.83,14,18.43,False,False
PROD00139,Ultra Headphone,Electronics,Headphones,1525.93,14,10.45,True,False
PROD00140,Pro Shoe,Clothing,Shoes,30.94,60,9.95,False,False
PROD00141,Essential Activewea,Clothing,Activewear,131.83,45,2.44,False,False
PROD00142,Deluxe Tool,Home & Garden,Tools,497.85,45,11.32,False,True
PROD00143,Classic Jean,Clothing,Jeans,244.79,45,10.44,False,False
PROD00144,Classic Childre,Books,Children,94.26,30,3.37,False,True
PROD00145,Deluxe Fictio,Books,Fiction,47.47,30,9.46,False,True
PROD00146,Classic Tablet,Electronics,Tablets,438.57,14,10.8,False,False
PROD00147,Advanced Camera,Electronics,Cameras,1209.19,14,7.07,True,True
PROD00148,Modern Jean,Clothing,Jeans,249.81,60,11.73,False,False
PROD00149,Essential Tool,Home & Garden,Tools,748.43,90,10.87,False,True
PROD00150,Ultra Camera,Electronics,Cameras,250.8,14,5.67,False,False
PROD00151,Essential Accessorie,Clothing,Accessories,112.44,90,12.14,False,False
PROD00152,Premium Womens Dresse,Clothing,Womens Dresses,239.34,30,1.92,False,True
PROD00153,Advanced Womens Dresse,Clothing,Womens Dresses,264.89,45,1.65,False,True
PROD00154,Advanced Accessorie,Clothing,Accessories,139.11,60,6.61,False,True
PROD00155,Essential Accessorie,Clothing,Accessories,125.65,60,14.15,False,False
PROD00156,Deluxe Tool,Home & Garden,Tools,431.59,90,16.86,False,True
PROD00157,Ultra Garde,Home & Garden,Garden,674.3,90,8.89,False,False
PROD00158,Essential Camera,Electronics,Cameras,1321.58,14,0.6,False,False
PROD00159,Classic Non-fictio,Books,Non-fiction,44.42,30,18.67,False,True
PROD00160,Advanced Surface Air,Electronics,Laptops,60.95,30,6.64,False,True
PROD00161,Premium Team Sport,Sports,Team Sports,332.43,60,8.03,False,False
PROD00162,Premium Garde,Home & Garden,Garden,777.35,14,17.28,False,False
PROD00163,Advanced Cyclin,Sports,Cycling,257.89,60,15.02,False,True
PROD00164,Premium Tablet,Electronics,Tablets,1245.19,14,14.14,True,False
PROD00165,Pro Headphone,Electronics,Headphones,159.29,14,6.35,False,False
PROD00166,Premium Cyclin,Sports,Cycling,183.02,45,17.96,False,True
PROD00167,Deluxe Cyclin,Sports,Cycling,270.26,60,8.39,False,True
PROD00168,Ultra Surface Pro,Electronics,Laptops,386.54,14,5.58,True,True
PROD00169,Modern Tablet,Electronics,Tablets,1143.09,14,6.89,True,True
PROD00170,Ultra Galaxy Max,Electronics,Smartphones,669.13,14,15.36,True,False
PROD00171,Pro Deco,Home & Garden,Decor,703.6,30,6.22,False,True
PROD00172,Premium Jean,Clothing,Jeans,126.21,45,3.64,False,True
PROD00173,Essential Team Sport,Sports,Team Sports,132.33,30,5.53,False,True
PROD00174,Modern Jean,Clothing,Jeans,215.32,45,1.94,False,False
PROD00175,Deluxe Team Sport,Sports,Team Sports,391.88,90,9.05,False,True
PROD00176,Essential Camera,Electronics,Cameras,353.62,14,19.88,False,False
PROD00177,Modern Jean,Clothing,Jeans,45.41,30,5.24,False,False
PROD00178,Pro Furnitur,Home & Garden,Furniture,420.87,30,9.56,False,False
PROD00179,Deluxe Team Sport,Sports,Team Sports,292.79,90,18.04,False,False
PROD00180,Deluxe Gamin,Electronics,Gaming,1745.19,14,3.26,False,False
PROD00181,Deluxe Surface Air,Electronics,Laptops,960.34,14,15.07,False,False
PROD00182,Classic Childre,Books,Children,32.73,45,12.06,False,True
PROD00183,Essential Technica,Books,Technical,37.02,30,15.29,False,True
PROD00184,Essential Fitnes,Sports,Fitness,227.3,45,19.08,False,False
PROD00185,Ultra Fitnes,Sports,Fitness,268.3,45,17.74,False,True
PROD00186,Ultra Outdoo,Sports,Outdoor,340.12,14,19.41,False,False
PROD00187,Advanced Jean,Clothing,Jeans,130.88,60,0.12,False,True
PROD00188,Modern Womens Dresse,Clothing,Womens Dresses,106.11,30,4.8,False,True
PROD00189,Classic Fictio,Books,Fiction,23.87,90,16.93,False,True
PROD00190,Advanced Furnitur,Home & Garden,Furniture,140.07,14,9.47,False,False
PROD00191,Essential Shoe,Clothing,Shoes,252.78,30,15.28,False,True
PROD00192,Deluxe Non-fictio,Books,Non-fiction,78.67,30,8.06,False,True
PROD00193,Essential Beddin,Home & Garden,Bedding,483.6,90,1.53,False,False
PROD00194,Classic Fitnes,Sports,Fitness,445.65,30,15.38,False,False
PROD00195,Premium Beddin,Home & Garden,Bedding,494.29,60,18.3,False,True
PROD00196,Classic Shoe,Clothing,Shoes,32.39,45,8.76,False,False
PROD00197,Ultra Technica,Books,Technical,48.31,45,6.29,False,True
PROD00198,Modern Fictio,Books,Fiction,96.27,60,3.67,False,True
PROD00199,Pro Technica,Books,Technical,51.84,14,6.99,False,True
PROD00200,Essential Gamin,Electronics,Gaming,1616.92,14,3.3,True,False
PROD00201,Essential Headphone,Electronics,Headphones,873.79,14,6.13,False,False
PROD00202,Deluxe Water Sport,Sports,Water Sports,395.98,45,16.9,False,False
PROD00203,Essential Inspiron Pro,Electronics,Laptops,343.26,30,18.97,False,False
PROD00204,Advanced Winter Sport,Sports,Winter Sports,231.57,60,5.71,False,True
PROD00205,Deluxe Childre,Books,Children,14.51,90,13.76,False,True
PROD00206,Deluxe Deco,Home & Garden,Decor,544.87,14,10.9,False,True
PROD00207,Essential Beddin,Home & Garden,Bedding,28.75,45,6.02,False,True
PROD00208,Deluxe Fitnes,Sports,Fitness,372.65,90,14.8,False,True
PROD00209,Pro Mens Shirt,Clothing,Mens Shirts,55.3,30,12.7,False,False
PROD00210,Advanced Beddin,Home & Garden,Bedding,555.86,30,18.38,False,False
PROD00211,Deluxe Pixel Pro,Electronics,Smartphones,336.16,14,7.7,True,False
PROD00212,Premium Childre,Books,Children,26.55,45,14.46,False,True
PROD00213,Pro Headphone,Electronics,Headphones,1597.61,30,19.9,True,False
PROD00214,Advanced Tool,Home & Garden,Tools,183.94,60,5.57,False,True
PROD00215,Premium Tool,Home & Garden,Tools,489.63,30,13.6,False,False
PROD00216,Classic Headphone,Electronics,Headphones,86.5,30,13.18,False,False
PROD00217,Deluxe Cyclin,Sports,Cycling,71.15,30,0.46,False,False
PROD00218,Modern Mens Shirt,Clothing,Mens Shirts,223.89,90,16.56,False,False
PROD00219,Essential Team Sport,Sports,Team Sports,250.91,90,0.35,False,False
PROD00220,Advanced Beddin,Home & Garden,Bedding,134.15,60,4.29,False,True
PROD00221,Essential Educationa,Books,Educational,12.9,90,19.36,False,True
PROD00222,Deluxe Comic,Books,Comics,17.48,90,7.45,False,True
PROD00223,Advanced Beddin,Home & Garden,Bedding,544.48,14,3.2,False,True
PROD00224,Essential Team Sport,Sports,Team Sports,222.31,14,15.05,False,False
PROD00225,Advanced Cyclin,Sports,Cycling,495.1,60,18.43,False,True
PROD00226,Pro Comic,Books,Comics,18.73,30,4.3,False,True
PROD00227,Modern Camera,Electronics,Cameras,398.31,14,15.36,False,False
PROD00228,Modern Shoe,Clothing,Shoes,109.43,45,12.64,False,False
PROD00229,Essential Winter Sport,Sports,Winter Sports,131.92,60,9.95,False,False
PROD00230,Ultra Deco,Home & Garden,Decor,740.27,30,8.06,False,True
PROD00231,Advanced Team Sport,Sports,Team Sports,336.69,14,7.73,False,False
PROD00232,Classic Childre,Books,Children,67.28,90,4.56,False,True
PROD00233,Pro Winter Sport,Sports,Winter Sports,309.79,60,18.92,False,False
PROD00234,Ultra Outdoo,Sports,Outdoor,295.42,60,13.72,False,False
PROD00235,Essential Gamin,Electronics,Gaming,1126.51,14,17.02,True,False
PROD00236,Advanced Womens Dresse,Clothing,Womens Dresses,282.4,30,6.52,False,False
PROD00237,Classic OnePlus ,Electronics,Smartphones,527.84,30,19.8,True,True
PROD00238,Ultra Team Sport,Sports,Team Sports,141.31,14,0.24,False,True
PROD00239,Advanced Comic,Books,Comics,87.6,14,15.68,False,True
PROD00240,Pro Garde,Home & Garden,Garden,576.9,90,12.98,False,True
PROD00241,Premium Childre,Books,Children,36.37,60,16.58,False,True
PROD00242,Essential Tablet,Electronics,Tablets,1447.42,30,8.63,True,False
PROD00243,Pro Jean,Clothing,Jeans,222.16,45,8.32,False,False
PROD00244,Advanced Womens Dresse,Clothing,Womens Dresses,78.82,14,6.67,False,True
PROD00245,Advanced Technica,Books,Technical,77.73,45,6.91,False,True
PROD00246,Advanced Educationa,Books,Educational,72.96,90,5.58,False,True
PROD00247,Ultra Surface Pro,Electronics,Laptops,480.99,30,11.31,False,True
PROD00248,Modern Cyclin,Sports,Cycling,250.76,60,13.5,False,True
PROD00249,Modern Womens Dresse,Clothing,Womens Dresses,260.56,45,12.77,False,True
PROD00250,Modern Accessorie,Clothing,Accessories,61.54,14,5.26,False,False
PROD00251,Ultra Comic,Books,Comics,97.52,30,11.78,False,True
PROD00252,Deluxe Team Sport,Sports,Team Sports,204.54,60,13.0,False,False
PROD00253,Essential Shoe,Clothing,Shoes,23.99,14,6.91,False,False
PROD00254,Ultra Womens Dresse,Clothing,Womens Dresses,97.93,14,13.03,False,False
PROD00255,Premium Childre,Books,Children,85.6,90,17.97,False,True
PROD00256,Premium Jean,Clothing,Jeans,131.58,14,19.05,False,True
PROD00257,Pro Tool,Home & Garden,Tools,776.79,14,8.99,False,True
PROD00258,Ultra Jean,Clothing,Jeans,213.12,30,4.64,False,False
PROD00259,Modern Mens Shirt,Clothing,Mens Shirts,174.55,14,14.89,False,True
PROD00260,Modern Accessorie,Clothing,Accessories,37.04,30,4.95,False,False
PROD00261,Premium Fictio,Books,Fiction,38.7,14,4.01,False,True
PROD00262,Pro Headphone,Electronics,Headphones,978.27,14,10.89,True,False
PROD00263,Essential Fitnes,Sports,Fitness,434.04,14,14.43,False,False
PROD00264,Advanced Accessorie,Clothing,Accessories,297.83,45,15.12,False,False
PROD00265,Ultra Technica,Books,Technical,39.58,60,10.33,False,True
PROD00266,Classic Beddin,Home & Garden,Bedding,282.8,90,10.11,False,False
PROD00267,Advanced MacBook Book,Electronics,Laptops,1792.07,30,9.97,True,False
PROD00268,Modern Technica,Books,Technical,18.51,60,6.91,False,True
PROD00269,Classic Outdoo,Sports,Outdoor,394.93,30,4.34,False,False
PROD00270,Advanced Tool,Home & Garden,Tools,95.79,45,18.56,False,True
PROD00271,Ultra Cyclin,Sports,Cycling,178.79,30,15.35,False,True
PROD00272,Ultra Accessorie,Clothing,Accessories,111.19,90,19.62,False,False
PROD00273,Modern Kitche,Home & Garden,Kitchen,385.51,45,7.48,False,False
PROD00274,Deluxe Garde,Home & Garden,Garden,665.95,45,9.05,False,False
PROD00275,Essential Water Sport,Sports,Water Sports,27.69,60,1.2,False,False
PROD00276,Ultra Garde,Home & Garden,Garden,780.36,45,0.49,False,True
PROD00277,Modern Activewea,Clothing,Activewear,102.54,45,0.57,False,False
PROD00278,Classic Educationa,Books,Educational,81.77,90,10.11,False,True
PROD00279,Pro Furnitur,Home & Garden,Furniture,205.86,45,14.48,False,False
PROD00280,Essential Gamin,Electronics,Gaming,1391.21,30,5.07,False,False
PROD00281,Deluxe Pixel Plus,Electronics,Smartphones,904.34,30,2.31,True,False
PROD00282,Essential Garde,Home & Garden,Garden,662.08,30,11.84,False,True
PROD00283,Advanced Fitnes,Sports,Fitness,141.48,90,10.98,False,False
PROD00284,Modern Winter Sport,Sports,Winter Sports,352.55,30,15.46,False,True
PROD00285,Advanced Beddin,Home & Garden,Bedding,601.61,30,3.76,False,False
PROD00286,Deluxe Shoe,Clothing,Shoes,113.24,45,5.18,False,True
PROD00287,Essential Mens Shirt,Clothing,Mens Shirts,139.65,60,15.98,False,True
PROD00288,Premium Team Sport,Sports,Team Sports,293.71,14,19.2,False,False
PROD00289,Modern Water Sport,Sports,Water Sports,298.04,14,14.72,False,True
PROD00290,Ultra Fitnes,Sports,Fitness,404.33,14,11.52,False,False
PROD00291,Classic Cyclin,Sports,Cycling,382.16,60,16.37,False,False
PROD00292,Ultra Technica,Books,Technical,68.54,14,3.72,False,True
PROD00293,Advanced Team Sport,Sports,Team Sports,275.66,60,17.8,False,False
PROD00294,Premium Team Sport,Sports,Team Sports,321.25,60,0.48,False,True
PROD00295,Ultra Deco,Home & Garden,Decor,218.2,30,11.73,False,False
PROD00296,Classic Water Sport,Sports,Water Sports,390.72,90,18.51,False,True
PROD00297,Classic Womens Dresse,Clothing,Womens Dresses,106.37,14,0.62,False,True
PROD00298,Deluxe Accessorie,Clothing,Accessories,287.3,45,17.42,False,True
PROD00299,Modern Womens Dresse,Clothing,Womens Dresses,65.72,45,4.74,False,True
PROD00300,Ultra Furnitur,Home & Garden,Furniture,703.95,60,2.55,False,False
PROD00301,Classic Headphone,Electronics,Headphones,791.81,30,8.83,True,False
PROD00302,Pro Comic,Books,Comics,18.36,30,10.18,False,True
PROD00303,Pro Cyclin,Sports,Cycling,102.37,30,2.5,False,False
PROD00304,Deluxe Team Sport,Sports,Team Sports,222.19,30,19.7,False,False
PROD00305,Pro Educationa,Books,Educational,95.04,14,0.24,False,True
PROD00306,Pro Childre,Books,Children,41.92,45,16.75,False,True
PROD00307,Modern Technica,Books,Technical,30.64,14,13.04,False,True
PROD00308,Premium Childre,Books,Children,95.62,45,14.62,False,True
PROD00309,Ultra Furnitur,Home & Garden,Furniture,680.22,30,11.34,False,True
PROD00310,Ultra Outdoo,Sports,Outdoor,355.16,14,1.32,False,True
PROD00311,Essential Beddin,Home & Garden,Bedding,661.25,60,3.53,False,True
PROD00312,Pro Jean,Clothing,Jeans,240.24,14,10.0,False,False
PROD00313,Deluxe Technica,Books,Technical,91.81,45,12.48,False,True
PROD00314,Deluxe Galaxy ,Electronics,Smartphones,116.73,14,18.28,True,True
PROD00315,Premium Mens Shirt,Clothing,Mens Shirts,117.63,30,1.93,False,True
PROD00316,Advanced Headphone,Electronics,Headphones,1967.57,30,2.77,True,False
PROD00317,Ultra Educationa,Books,Educational,39.06,90,7.38,False,True
PROD00318,Pro Cyclin,Sports,Cycling,251.95,90,4.01,False,True
PROD00319,Ultra Outdoo,Sports,Outdoor,132.14,14,14.89,False,False
PROD00320,Pro Tool,Home & Garden,Tools,211.08,45,3.77,False,False
PROD00321,Advanced Garde,Home & Garden,Garden,539.66,90,10.39,False,False
PROD00322,Essential Jean,Clothing,Jeans,124.94,30,11.63,False,True
PROD00323,Premium Technica,Books,Technical,81.48,30,0.39,False,True
PROD00324,Ultra Inspiron Book,Electronics,Laptops,72.84,30,9.73,False,False
PROD00325,Advanced Water Sport,Sports,Water Sports,496.53,60,12.46,False,False
PROD00326,Modern Gamin,Electronics,Gaming,1328.15,30,6.81,True,False
PROD00327,Advanced Comic,Books,Comics,69.69,45,15.29,False,True
PROD00328,Deluxe Furnitur,Home & Garden,Furniture,349.81,14,19.3,False,True
PROD00329,Advanced MacBook Pro,Electronics,Laptops,1123.41,30,2.61,False,False
PROD00330,Pro Comic,Books,Comics,96.97,90,3.73,False,True
PROD00331,Ultra Outdoo,Sports,Outdoor,424.01,30,15.54,False,True
PROD00332,Ultra Tool,Home & Garden,Tools,456.86,90,10.55,False,False
PROD00333,Ultra Outdoo,Sports,Outdoor,202.87,14,13.64,False,True
PROD00334,Essential Accessorie,Clothing,Accessories,260.32,45,1.07,False,False
PROD00335,Essential Deco,Home & Garden,Decor,716.59,60,6.51,False,False
PROD00336,Modern Pixel Max,Electronics,Smartphones,1849.95,14,1.28,False,False
PROD00337,Ultra Shoe,Clothing,Shoes,234.09,30,7.89,False,True
PROD00338,Classic Childre,Books,Children,32.37,45,1.5,False,True
PROD00339,Essential Kitche,Home & Garden,Kitchen,111.93,90,18.89,False,True
PROD00340,Ultra Shoe,Clothing,Shoes,208.23,45,0.31,False,True
PROD00341,Pro Team Sport,Sports,Team Sports,391.54,90,9.48,False,False
PROD00342,Advanced Furnitur,Home & Garden,Furniture,135.64,45,17.52,False,True
PROD00343,Pro Educationa,Books,Educational,66.42,60,11.74,False,True
PROD00344,Classic Educationa,Books,Educational,57.06,14,19.95,False,True
PROD00345,Deluxe Winter Sport,Sports,Winter Sports,139.61,60,16.75,False,False
PROD00346,Pro Fictio,Books,Fiction,87.87,45,16.86,False,True
PROD00347,Deluxe Beddin,Home & Garden,Bedding,344.42,45,19.66,False,True
PROD00348,Advanced iPhone ,Electronics,Smartphones,481.71,30,13.35,True,False
PROD00349,Essential Winter Sport,Sports,Winter Sports,45.0,14,11.85,False,True
PROD00350,Pro Fitnes,Sports,Fitness,484.2,30,7.28,False,False
PROD00351,Premium Technica,Books,Technical,41.26,60,17.06,False,True
PROD00352,Premium Winter Sport,Sports,Winter Sports,471.59,60,13.41,False,True
PROD00353,Ultra Accessorie,Clothing,Accessories,26.76,45,2.07,False,False
PROD00354,Advanced Gamin,Electronics,Gaming,1706.39,30,7.24,False,True
PROD00355,Premium Deco,Home & Garden,Decor,269.74,45,15.4,False,True
PROD00356,Deluxe Accessorie,Clothing,Accessories,227.4,45,15.64,False,True
